fips,% Foreign Born,Veterans,Mean Travel Time,Median Household Income,Below Poverty Level,Total Number of Firms,% Black-owned Firms,% Asian-owned Firms,% Hispanic-owned Firms,% Women-owned Firms,Manufacturers Shipments ($1000),Retail Sales ($1000),Retail Sales per Capita,Building permits,Population per Square Mile,Bernie Sanders,Hillary Clinton,Most Votes
47111,3.9,1280,30.8,35306,21.2,0,0,0,0,0,0,167327,7713,6,72.4,169,343,"('Votes', 'Hillary Clinton')"
47113,3.1,6934,18.7,41617,20,8412,14.1,1.9,0,27.2,0,1696459,17559,195,176.4,999,4351,"('Votes', 'Hillary Clinton')"
47115,0.8,2042,28.4,41268,18.2,1974,0,0,0,28.1,0,286563,10227,74,56.7,559,1046,"('Votes', 'Hillary Clinton')"
47117,3.2,2222,28.4,42291,16.2,2441,0,0,0,25,1490088,269685,9179,102,81.5,384,838,"('Votes', 'Hillary Clinton')"
47119,3.5,5898,28.7,45336,15.4,6043,6,1.9,0,22.8,0,898300,11170,784,132,1305,2366,"('Votes', 'Hillary Clinton')"
47121,0.2,1024,31.8,35150,20.7,1016,0,0,0,0,253005,29829,2549,45,60.2,162,354,"('Votes', 'Hillary Clinton')"
47123,2.2,3738,27.2,37595,19.6,3313,0,0,0,0,1386238,453016,10109,61,70,596,1232,"('Votes', 'Hillary Clinton')"
47125,5.3,24920,23.8,49617,16.4,9906,8,3.7,0,29.5,0,1877647,12125,1446,319.6,2833,5555,"('Votes', 'Hillary Clinton')"
47127,0.9,591,24.2,46170,13.2,685,0,0,0,23.8,0,16325,2701,27,49.2,93,209,"('Votes', 'Hillary Clinton')"
47129,1,1991,31.2,37631,20.8,1127,0,0,0,39.1,0,58482,2986,0,42.1,225,356,"('Votes', 'Hillary Clinton')"
47131,2.3,2553,19,39467,17.9,3133,0,0,0,20.2,0,403505,12779,11,58.4,345,760,"('Votes', 'Hillary Clinton')"
47133,0.5,1360,28.8,34604,22.4,2174,0,0,0,22.9,0,110652,5283,3,50.9,477,885,"('Votes', 'Hillary Clinton')"
47135,0.4,673,28.8,32845,21.1,669,0,0,0,0,169955,24286,3163,0,19.1,108,215,"('Votes', 'Hillary Clinton')"
47137,1.4,528,27,35184,19.2,524,0,0,0,41,0,23632,4933,0,31.2,64,214,"('Votes', 'Hillary Clinton')"
47139,1.3,1165,29,39074,17.3,1579,0,0,0,25.5,0,67693,4305,142,38.7,557,757,"('Votes', 'Hillary Clinton')"
47141,5,4297,22.7,33709,26.5,7332,0,0,1.6,28.7,1384046,1193021,17059,424,180.3,1692,1916,"('Votes', 'Hillary Clinton')"
47143,2,2075,25,36741,22.6,2196,0,0,0,0,894654,250814,8206,62,100.9,331,503,"('Votes', 'Hillary Clinton')"
47145,1.9,6179,25.8,42223,15,3683,0,0,0,29.2,369666,436400,8186,7,150.2,916,1454,"('Votes', 'Hillary Clinton')"
47147,3.7,4758,29.9,52792,13,5745,1.9,0,2.3,26.3,1667466,627764,9862,243,139.2,827,1918,"('Votes', 'Hillary Clinton')"
47149,7,19043,26.9,55401,13,20939,6.1,2.6,2.7,25.3,11304846,2804294,11588,2744,424,6016,8243,"('Votes', 'Hillary Clinton')"
47151,0.4,1172,26.9,28401,28.3,1582,0,0,0,27.5,401688,159566,7270,3,41.8,180,273,"('Votes', 'Hillary Clinton')"
47153,1.4,864,32.5,36434,17.4,1322,0,0,0,0,0,105293,7820,7,53.1,206,273,"('Votes', 'Hillary Clinton')"
47155,5.2,7284,25.5,43649,14.5,11287,0,2.6,0,21.8,341511,1641080,19548,60,151.7,1241,1259,"('Votes', 'Hillary Clinton')"
47157,6.2,58540,22.4,46250,20.8,76350,30.9,3.4,1.7,30.8,17969681,11932863,12971,1516,1215.5,15985,66465,"('Votes', 'Hillary Clinton')"
47159,0.8,1171,29.6,42383,19.4,1641,0,0,0,0,0,117776,6246,66,61,253,654,"('Votes', 'Hillary Clinton')"
47161,1.5,1650,35.7,39781,20,1193,0,0,0,0,0,63737,4889,18,29,244,527,"('Votes', 'Hillary Clinton')"
47163,1.5,14321,21.7,39479,18.3,12859,0,0,0.8,23,5463624,2026276,13200,249,379.4,2153,2653,"('Votes', 'Hillary Clinton')"
47165,3.7,12953,27.5,55509,10.4,15402,3.2,0,1.2,24.2,1741400,1300149,8521,869,303.4,2262,4225,"('Votes', 'Hillary Clinton')"
47167,1.7,5189,32.3,52423,13.4,3817,9.4,0,0,26.9,774196,404163,7002,138,133.3,574,1454,"('Votes', 'Hillary Clinton')"
47169,1.4,572,31.8,43034,13.6,899,0,0,0,29.3,0,41695,5409,45,68.9,113,321,"('Votes', 'Hillary Clinton')"
47171,3.4,1449,22,32292,21.7,1233,0,0,0,0,348551,119502,6751,1,98.4,272,244,"('Votes', 'Bernie Sanders')"
47173,0.5,998,34.1,34399,23.6,1489,0,0,0,20.1,125615,60543,3198,50,85.5,196,316,"('Votes', 'Hillary Clinton')"
47175,1,480,26.6,33547,22.5,528,0,0,0,23.7,0,9185,1692,0,20.3,96,242,"('Votes', 'Hillary Clinton')"
47177,5.2,2709,23.9,34641,21.5,3886,1.1,0,0,21.8,852303,373696,9363,52,92.1,671,1318,"('Votes', 'Hillary Clinton')"
47179,3.2,11882,20.9,42075,18.3,10153,2,0,1,21.7,1577657,1869147,16014,654,376.7,2833,2444,"('Votes', 'Bernie Sanders')"
47181,1,1299,27.7,33198,20.2,1169,0,0,0,23.8,109872,66626,4020,1,23.2,113,208,"('Votes', 'Hillary Clinton')"
47183,1.6,2653,21.5,35273,20.9,2080,0,2,0,26.5,0,265377,7986,33,60.3,452,860,"('Votes', 'Hillary Clinton')"
47185,1,2279,23.9,34474,19.9,2516,0,0,1.9,27.1,552177,195438,7828,6,68.6,401,688,"('Votes', 'Hillary Clinton')"
47187,5.9,9342,26.7,89779,5.7,25339,2.2,1.4,1.4,22.5,1106825,3306994,19834,1902,314.4,3911,6055,"('Votes', 'Hillary Clinton')"
47189,4.1,9480,28.4,60390,10.2,12204,3.7,0,1.1,21,0,1164992,10935,1549,199.7,2102,3873,"('Votes', 'Hillary Clinton')"
48001,6.4,4592,22,40653,20.3,3358,0,2.6,0,0,0,495496,8731,2,55,299,994,"('Votes', 'Hillary Clinton')"
48003,14.4,972,23.2,57825,12.5,1214,0,0,14.7,29.3,0,98318,7480,155,9.9,38,76,"('Votes', 'Hillary Clinton')"
48005,7.9,6425,19,41354,19.3,6240,0,0,0,23.8,1291427,1174060,14216,76,108.8,622,1950,"('Votes', 'Hillary Clinton')"
48007,5.8,2853,22.3,42476,19.6,2745,0,0,0,0,0,241543,9929,169,91.9,272,488,"('Votes', 'Hillary Clinton')"
48009,3.8,863,20.7,56452,11.3,1012,0,0,0,0,0,39354,4425,9,10,64,99,"('Votes', 'Hillary Clinton')"
48011,3.9,187,25.8,61635,11.1,180,0,0,0,0,0,2361,1147,0,2.1,4,1,"('Votes', 'Bernie Sanders')"
48013,6.5,3302,30.2,47543,16.4,3733,0,0,36.3,0,0,362861,8324,69,36.8,478,1355,"('Votes', 'Hillary Clinton')"
48015,9.8,1877,28.1,53265,10.1,2683,0,0,0,24,0,234178,8785,27,44,165,492,"('Votes', 'Hillary Clinton')"
48017,22.4,425,19.3,46139,13,591,0,0,0,0,0,41726,6642,0,8.7,29,84,"('Votes', 'Hillary Clinton')"
48019,3.7,3116,38.9,49215,15.3,2093,0,0,0,0,0,76525,3766,1,25.9,293,378,"('Votes', 'Hillary Clinton')"
48021,11.2,6672,34.2,51750,16.5,5912,0,0,13.2,23.6,238609,684655,9485,167,83.5,1945,2894,"('Votes', 'Hillary Clinton')"
48023,2.4,265,13.5,33445,15.4,0,0,0,0,0,0,27120,7026,0,4.3,24,46,"('Votes', 'Hillary Clinton')"
48025,4.8,2453,25.2,43690,22.2,1972,2.1,0,0,0,0,247136,7619,11,36.2,320,1132,"('Votes', 'Hillary Clinton')"
48027,7.7,43424,18.9,50060,15.3,16333,9.1,0,8.7,0,1924972,3349957,12035,1989,295.2,3079,7416,"('Votes', 'Hillary Clinton')"
48029,13.1,151376,24.1,50112,17.6,132839,3.8,3.5,37.3,28.4,12305089,22815281,14359,6959,1383.1,36720,76502,"('Votes', 'Hillary Clinton')"
48031,8.5,1271,27.3,49487,9.3,1604,0,0,0,0,0,50592,5627,35,14.8,190,229,"('Votes', 'Hillary Clinton')"
48033,1.1,50,24.7,71607,0.9,0,0,0,0,0,0,0,0,0,0.7,1,4,"('Votes', 'Hillary Clinton')"
48035,6.2,1892,29,44742,14.7,1746,0,0,0,0,0,106512,5989,3,18.5,199,353,"('Votes', 'Hillary Clinton')"
48037,3.3,8160,17.1,42346,19.7,6735,10.9,0,0,27.1,1729195,1535383,16768,95,104.6,687,2436,"('Votes', 'Hillary Clinton')"
48039,12.5,20900,28.8,67603,11.2,23071,9.2,5.7,14.4,28.2,31048091,2958757,10094,3476,230.7,3720,8996,"('Votes', 'Hillary Clinton')"
48041,13,8937,18,38310,29.8,13887,5.8,0,9.7,0,979406,2119149,12425,1786,332.8,3580,3559,"('Votes', 'Bernie Sanders')"
48043,5.5,696,12.5,40477,12.4,1354,0,0,0,25.2,0,86813,9461,11,1.5,771,699,"('Votes', 'Bernie Sanders')"
48045,10.5,93,18.9,36250,18.6,198,0,0,0,0,0,6660,4458,0,1.8,11,16,"('Votes', 'Hillary Clinton')"
48047,6.2,415,17.9,21865,38.3,525,0,0,0,0,0,81552,10914,0,7.7,362,1603,"('Votes', 'Hillary Clinton')"
48049,4.1,3439,18.2,39776,18.4,3313,0,0,0,22.3,1249439,512498,13406,31,40.3,212,319,"('Votes', 'Hillary Clinton')"
48051,6.4,1310,28.3,45651,15,1320,0,0,0,29.6,0,183826,11101,8,26.1,149,469,"('Votes', 'Hillary Clinton')"
48053,6.5,4296,27.3,48115,16.3,5725,0,0,0,22.6,0,639540,14609,261,43,576,871,"('Votes', 'Hillary Clinton')"
48055,5.4,2646,31.4,44152,18.7,3111,0,0,18.7,21.9,89770,298264,8143,98,69.8,831,1657,"('Votes', 'Hillary Clinton')"
48057,9.1,1706,21.6,47027,17.6,1710,0,0,0,26,0,322244,15877,81,42.2,425,1024,"('Votes', 'Hillary Clinton')"
48059,2.2,1359,22.5,44902,15.2,1606,0,0,0,0,0,118945,8937,5,15.1,104,86,"('Votes', 'Bernie Sanders')"
48061,24.6,16018,20,33179,34.8,30137,1.1,1.7,61.9,28.5,0,3911719,10221,1417,456,8318,20326,"('Votes', 'Hillary Clinton')"
48063,12.5,997,20.3,37079,21.8,1093,0,0,9.3,0,0,96866,7738,10,63.3,134,484,"('Votes', 'Hillary Clinton')"
48065,2.6,472,19.8,65026,7.2,357,0,0,0,24.6,0,49747,7952,3,6.7,30,50,"('Votes', 'Hillary Clinton')"
48067,1.7,2980,27,35598,20.9,2168,0,0,0,26.8,644710,216849,7388,11,32.5,264,777,"('Votes', 'Hillary Clinton')"
48069,19.6,408,15.4,36402,24.1,534,0,0,8.1,0,0,40007,5579,0,9,40,127,"('Votes', 'Hillary Clinton')"
48071,8.5,2277,31.5,72489,9.7,2899,0,0,0,24.4,0,274916,9540,377,58.8,293,687,"('Votes', 'Hillary Clinton')"
48073,10.1,3552,23.8,38378,24.5,3609,0,0,0,21.7,552521,363156,7547,6,48.3,323,989,"('Votes', 'Hillary Clinton')"
48075,4.2,509,12.6,47532,15.9,442,0,0,0,0,0,75474,10014,0,10.1,34,54,"('Votes', 'Hillary Clinton')"
48077,1.6,849,25.1,53776,10.3,535,0,0,0,0,0,77638,6984,5,9.9,64,120,"('Votes', 'Hillary Clinton')"
48079,15,141,16.7,38650,15.1,0,0,0,0,0,0,26876,8706,1,4,3,4,"('Votes', 'Hillary Clinton')"
48081,3.7,301,21.5,40795,11,0,0,0,0,0,0,24506,7233,0,3.6,25,25,"('Votes', 'Bernie Sanders')"
48083,0.7,799,23.3,31373,27.6,1174,0,0,0,26.3,0,47942,5646,0,7,49,75,"('Votes', 'Hillary Clinton')"
48085,17.6,42843,27.5,82762,7.8,78539,4.6,10,7.2,28,7433796,12350753,16850,10635,930,16082,23591,"('Votes', 'Hillary Clinton')"
48087,12,204,19.3,41576,20.4,0,0,0,0,0,0,17184,5788,0,3.3,24,36,"('Votes', 'Hillary Clinton')"
48089,8.4,1689,23.8,45146,16.6,1831,0,0,0,29,307342,226783,11050,10,21.7,150,474,"('Votes', 'Hillary Clinton')"
48091,6.2,12595,29.9,65839,10.2,12349,0,0,10.3,25.8,1093683,1539740,14632,2075,193.9,2023,3109,"('Votes', 'Hillary Clinton')"
48093,6.9,1176,21.8,36020,26.4,0,0,0,0,0,0,117792,8744,3,14.9,116,217,"('Votes', 'Hillary Clinton')"
48095,30.3,267,24.9,51411,16.5,137,0,0,0,0,0,17668,4930,0,4.2,11,27,"('Votes', 'Hillary Clinton')"
48097,7.9,2935,24.3,50067,14.8,4564,0,0,4.9,0,579742,499700,13006,25,43.9,334,449,"('Votes', 'Hillary Clinton')"
48099,5.5,9150,20.1,49819,13.4,3067,4.8,3.5,6.2,25.7,0,442577,6096,146,71.7,577,1010,"('Votes', 'Hillary Clinton')"
48101,4.3,103,17.4,34639,15.4,99,0,0,0,0,0,12673,8219,0,1.7,18,26,"('Votes', 'Hillary Clinton')"
48103,16.5,228,24.5,50417,13.8,407,0,0,0,39.6,0,47808,12379,1,5.6,24,62,"('Votes', 'Hillary Clinton')"
48105,10.3,209,17.2,50475,16.7,0,0,0,0,0,0,58893,15572,0,1.3,240,266,"('Votes', 'Hillary Clinton')"
48107,5.2,297,19.7,38187,26.5,455,0,0,0,31,0,23791,3807,5,6.7,91,131,"('Votes', 'Hillary Clinton')"
48109,13,143,10.9,37105,25.2,241,0,0,0,0,0,106249,42653,1,0.6,160,355,"('Votes', 'Hillary Clinton')"
48111,17.3,297,14,40895,18.1,675,0,0,0,0,0,85370,13911,20,4.5,13,24,"('Votes', 'Hillary Clinton')"
48113,23.1,106414,26,49481,19.1,228604,13.6,6.9,15.3,28.1,39047030,33177208,13929,14360,2718,44231,113574,"('Votes', 'Hillary Clinton')"
48115,8.3,489,14,39714,21.9,887,0,0,0,0,0,148370,10747,7,15.4,34,92,"('Votes', 'Hillary Clinton')"
48117,16.7,690,15.1,41444,18.9,1740,0,0,0,22.1,470796,224228,12227,10,12.9,86,200,"('Votes', 'Hillary Clinton')"
48119,1,548,27.7,40375,17.9,384,0,0,0,0,0,26426,4920,2,20.4,51,110,"('Votes', 'Hillary Clinton')"
48121,14.2,39891,27.4,74155,8.7,58767,5.3,6.2,8.6,30.1,4008259,7668326,12465,3565,754.3,15750,16470,"('Votes', 'Hillary Clinton')"
48123,2.6,1742,24.4,46454,13.5,1509,0,0,0,26.5,110375,159887,8108,5,22.1,113,293,"('Votes', 'Hillary Clinton')"
48125,3.5,220,15.9,38401,18.8,0,0,0,0,0,0,11311,4577,0,2.7,11,13,"('Votes', 'Hillary Clinton')"
48127,6.6,433,15.5,36681,26.5,1017,0,0,0,0,0,74775,7658,5,7.5,534,1804,"('Votes', 'Hillary Clinton')"
48129,2.2,292,20.4,42411,16.7,0,0,0,0,0,0,29218,7637,1,4,35,33,"('Votes', 'Bernie Sanders')"
48131,3.4,650,22.9,34131,19.7,1015,0,0,60.6,21.8,0,49609,4084,0,6.6,523,2272,"('Votes', 'Hillary Clinton')"
48133,4,1657,21.2,34914,19,1747,0,0,0,23.4,135464,259667,14170,0,20.1,122,171,"('Votes', 'Hillary Clinton')"
48135,13.7,7071,20.4,51466,15.9,11745,2,1.6,30.5,26.3,2049699,2090614,16222,556,152.8,941,1852,"('Votes', 'Hillary Clinton')"
48137,12.7,156,22.9,43839,18.4,435,0,0,0,0,0,11690,6063,0,0.9,27,42,"('Votes', 'Hillary Clinton')"
48139,7.8,9986,29,61952,11.9,14160,0,0,10.3,26.6,4080603,1323106,9265,1096,159.9,1563,3719,"('Votes', 'Hillary Clinton')"
48141,26,49258,23.2,40157,23.3,63143,2.2,2,61.4,27.1,14423498,8460929,11625,3043,790.6,17176,36067,"('Votes', 'Hillary Clinton')"
48143,8.5,2299,18.2,39586,22.3,3925,0,0,0,0,849331,445038,12543,85,35,365,427,"('Votes', 'Hillary Clinton')"
48145,5.7,1359,27,32908,20.9,1121,0,0,0,0,0,71633,4249,3,23.3,115,551,"('Votes', 'Hillary Clinton')"
48147,4.5,3299,28.2,44355,17.2,2254,0,0,0,0,135858,297301,9044,27,38.1,277,505,"('Votes', 'Hillary Clinton')"
48149,7.9,2071,23,48015,11.6,3232,0,0,0,19.6,277817,262010,11611,6,25.8,309,584,"('Votes', 'Hillary Clinton')"
48151,2.1,293,20.9,42125,17.1,379,0,0,0,0,0,12001,3040,0,4.4,146,226,"('Votes', 'Hillary Clinton')"
48153,5.6,312,18.1,42279,20.3,619,0,0,0,13.9,0,40010,6026,6,6.5,24,60,"('Votes', 'Hillary Clinton')"
48155,1.5,93,12.7,33750,15.4,154,0,0,0,0,0,7042,5037,0,1.9,112,80,"('Votes', 'Bernie Sanders')"
48157,25.9,26189,30.6,85297,8.4,50412,16.5,16.5,15.9,32,4986616,5306163,10440,9268,679.5,9765,29248,"('Votes', 'Hillary Clinton')"
48159,6.9,995,22.4,45523,14.4,977,0,0,0,0,0,87874,7968,1,37.3,73,163,"('Votes', 'Hillary Clinton')"
48161,7.2,1756,24.3,44502,15.6,1590,0,0,0,0,0,254298,13512,7,22.6,102,380,"('Votes', 'Hillary Clinton')"
48163,9.7,935,17.4,35849,24,1214,0,0,53.8,31.7,0,107560,6679,11,15.2,630,1864,"('Votes', 'Hillary Clinton')"
48165,19.2,472,16.7,52910,16.8,1564,0,0,0,18.3,0,82554,5575,15,11.7,59,91,"('Votes', 'Hillary Clinton')"
48167,9.7,21663,26.7,61877,13.3,22869,7.6,5.9,10.3,30,23480817,2750294,9700,3006,769.9,4233,9435,"('Votes', 'Hillary Clinton')"
48169,39.5,268,15,47540,15.5,0,0,0,0,0,0,34963,7370,0,7.2,22,35,"('Votes', 'Hillary Clinton')"
48171,7.8,2666,19.2,53668,12,4379,0,0,0,28.7,88259,311100,13247,39,23.5,314,813,"('Votes', 'Hillary Clinton')"
48173,14,39,22,69107,4.2,0,0,0,0,0,0,0,0,0,1.4,4,4,"('Votes', 'Bernie Sanders')"
48175,2.1,704,29.4,50923,14.7,548,0,0,0,29.2,0,37331,5332,0,8.5,151,389,"('Votes', 'Hillary Clinton')"
48177,13.2,1083,21.4,39248,21.9,1554,0,0,0,27.1,444676,179237,9252,35,18.6,129,368,"('Votes', 'Hillary Clinton')"
48179,7.3,1467,19.5,43504,14.6,1689,0,0,0,0,683688,0,0,3,24.3,86,111,"('Votes', 'Hillary Clinton')"
48181,5.7,9787,24.8,46429,15.7,12376,1.7,1.4,0,28.1,2542832,1594749,13493,271,129.6,1687,1940,"('Votes', 'Hillary Clinton')"
48183,9.1,8642,20.2,45525,17.6,13320,8.8,0,3.9,25.3,4233987,2405150,20568,266,445.4,906,3411,"('Votes', 'Hillary Clinton')"
48185,8.5,2462,33.8,43994,19.1,1896,0,0,0,0,892610,157336,6110,15,33.8,201,583,"('Votes', 'Hillary Clinton')"
48187,6.9,15646,25.4,61958,9.7,9803,0,0,21.6,29.5,2154106,1026147,9115,765,184.9,2061,3787,"('Votes', 'Hillary Clinton')"
48189,9.5,1884,14.8,41191,22.3,2497,0,0,26.5,14.3,0,325074,9120,8,36.1,176,312,"('Votes', 'Hillary Clinton')"
48191,12.4,231,15.7,33006,23.8,119,0,0,0,0,0,23247,6817,0,3.8,28,63,"('Votes', 'Hillary Clinton')"
48193,3,710,21.5,40655,12.6,1074,0,0,0,0,0,78583,9734,1,10.2,84,118,"('Votes', 'Hillary Clinton')"
48195,16.4,268,16.8,49150,17,0,0,0,0,0,0,60072,11548,17,6.1,12,21,"('Votes', 'Hillary Clinton')"
48197,3.6,318,15.1,36377,26.6,228,0,0,0,0,0,22226,5387,0,6,88,71,"('Votes', 'Bernie Sanders')"
48199,1.5,4159,27.8,53013,10.9,3909,0,0,0,0,0,612350,11835,117,61.3,398,625,"('Votes', 'Hillary Clinton')"
48201,25,181514,27.4,53137,18.5,370841,12.7,9.9,23,29.2,169275136,51899053,13276,40060,2402.4,63246,156729,"('Votes', 'Hillary Clinton')"
48203,5.3,4799,22.4,45675,16,6190,8.7,1.2,0,27.1,1564301,603936,9541,79,72.9,528,2043,"('Votes', 'Hillary Clinton')"
48205,8.6,472,12.8,65750,8.6,0,0,0,0,0,0,34066,6549,0,4.1,19,29,"('Votes', 'Hillary Clinton')"
48207,10.1,356,15.1,36857,18.9,478,0,0,0,0,0,59213,11504,2,6.5,93,159,"('Votes', 'Hillary Clinton')"
48209,7.3,10834,29.3,58651,17,14240,1.8,0.9,18.1,26.2,1081843,1954688,13765,2305,231.7,7311,6625,"('Votes', 'Bernie Sanders')"
48211,11.9,213,17.2,56379,11.7,480,0,0,0,0,0,39206,11855,6,4.2,8,15,"('Votes', 'Hillary Clinton')"
48213,5.8,7497,29.2,40900,18.9,6660,0,0,0,0,201948,657384,8341,68,89.9,598,1593,"('Votes', 'Hillary Clinton')"
48215,29.3,23155,21.6,34146,34.8,65497,0,1.8,68.8,30.6,1503200,7898809,11254,3473,493.2,15894,40276,"('Votes', 'Hillary Clinton')"
48217,7.5,2994,29.5,40769,17,2855,0,0,7.1,26.3,153569,400271,11364,6,36.6,297,718,"('Votes', 'Hillary Clinton')"
48219,7.4,1163,19.5,50565,15.7,1930,0,0,0,22,0,201686,9075,15,25.2,116,183,"('Votes', 'Hillary Clinton')"
48221,5.4,6011,32.7,55754,12.1,5655,0,0,0,29.7,0,730014,14785,121,121.7,527,928,"('Votes', 'Hillary Clinton')"
48223,8.3,2731,21,43657,19.3,3182,0,0,0,20.9,923111,447708,13159,8,45.8,298,628,"('Votes', 'Hillary Clinton')"
48225,4,2109,24.9,33119,19.7,1597,0,0,0,23.5,265384,159279,7027,5,19.3,101,464,"('Votes', 'Hillary Clinton')"
48227,10.6,2843,16.2,45612,15.3,2148,0,0,9,25.2,2449585,341223,10608,33,38.9,191,350,"('Votes', 'Hillary Clinton')"
48229,33.4,184,25.3,22545,44.1,0,0,0,0,0,0,12480,3898,0,0.8,97,147,"('Votes', 'Hillary Clinton')"
48231,6.6,8001,28.8,44858,19.9,6300,2.8,0,0,30.3,3134435,931267,11302,66,102.5,847,1328,"('Votes', 'Hillary Clinton')"
48233,6.2,1901,19.7,44731,15.8,1524,0,0,0,0,0,210806,9707,0,25,103,153,"('Votes', 'Hillary Clinton')"
48235,1.9,187,22.8,50357,8.7,0,0,0,0,0,0,0,0,0,1.5,14,28,"('Votes', 'Hillary Clinton')"
48237,5,755,27.7,49038,16.7,1370,0,0,0,0,0,34121,3926,5,9.9,46,87,"('Votes', 'Hillary Clinton')"
48239,6.2,941,23.7,49528,12.7,1310,0,0,0,0,0,133487,9533,18,17,94,266,"('Votes', 'Hillary Clinton')"
48241,3.3,3311,27.9,40417,17.8,3387,11.4,0,3.2,29.4,725620,371047,10809,8,38,270,932,"('Votes', 'Hillary Clinton')"
48243,15.4,259,20.5,49056,7.4,0,0,0,0,0,0,7132,3227,0,1,132,140,"('Votes', 'Hillary Clinton')"
48245,10.7,17635,19,42568,21,17642,19.8,6.7,6.6,28.8,0,3973125,16453,1061,287.9,4440,16580,"('Votes', 'Hillary Clinton')"
48247,11.7,304,27.9,36121,14,0,0,0,0,0,0,61626,12577,0,4.7,356,1421,"('Votes', 'Hillary Clinton')"
48249,4.5,2183,24.2,40585,21.7,3523,0,0,0,23,0,462397,11263,26,47.2,1436,4688,"('Votes', 'Hillary Clinton')"
48251,7,10784,29.9,57535,12,13199,3,0,6.9,23.4,1441386,1269633,8490,960,208.3,1565,2270,"('Votes', 'Hillary Clinton')"
48253,3.7,1808,23.4,41297,18.5,1607,0,0,0,17.6,0,163334,8527,1,21.8,94,173,"('Votes', 'Hillary Clinton')"
48255,5.7,1196,21.7,42862,23.3,1150,0,0,0,0,0,101827,6766,78,19.8,476,719,"('Votes', 'Hillary Clinton')"
48257,7.3,6981,31.8,61194,13.3,10231,0,0,0,27.2,1172591,943809,9770,219,132.4,946,2229,"('Votes', 'Hillary Clinton')"
48259,8.3,3749,26.7,73410,9.3,5224,1.1,0,7.8,28,180918,808099,25877,380,50.4,491,641,"('Votes', 'Hillary Clinton')"
48261,17.4,30,17.7,43438,32.8,0,0,0,0,0,0,0,0,0,0.3,32,63,"('Votes', 'Hillary Clinton')"
48263,3.4,60,10.5,46875,8.6,91,0,0,0,0,0,0,0,0,0.9,28,22,"('Votes', 'Bernie Sanders')"
48265,6.3,6283,19.6,43601,14.9,6312,0,0,8.9,23.2,161752,719852,15159,91,45,707,1016,"('Votes', 'Hillary Clinton')"
48267,7,410,16.5,43424,19.5,539,0,0,0,26.9,0,78662,17777,5,3.7,34,29,"('Votes', 'Bernie Sanders')"
48269,17.1,6,11.2,65000,5.9,0,0,0,0,0,0,0,0,0,0.3,1,2,"('Votes', 'Hillary Clinton')"
48271,15.3,497,21.8,33257,25.7,217,0,0,0,18.9,0,8052,2430,1,2.6,107,211,"('Votes', 'Hillary Clinton')"
48273,7.4,2247,16.5,40566,24.5,2053,0,0,45,0,0,657070,21446,36,36.4,630,1738,"('Votes', 'Hillary Clinton')"
48275,7.9,279,14.6,34295,20.8,368,0,0,0,0,0,34309,9896,0,4.4,17,68,"('Votes', 'Hillary Clinton')"
48277,4.2,3800,19.9,40104,19.1,5469,0,0,0,31.5,2411601,637577,13019,43,54.9,388,923,"('Votes', 'Hillary Clinton')"
48279,9.8,597,14.5,36727,22.1,1038,0,0,0,15.9,0,95775,6933,7,13.8,87,172,"('Votes', 'Hillary Clinton')"
48281,7.1,3231,28.4,49277,16.9,1639,0,0,0,29,0,207126,10008,236,27.6,205,324,"('Votes', 'Hillary Clinton')"
48283,7.7,267,27.6,26756,21.7,424,0,0,34.7,30.2,0,79867,13480,24,4.6,156,557,"('Votes', 'Hillary Clinton')"
48285,6,1280,27.2,44149,8.3,1762,0,0,0,27.7,238235,172013,9224,11,19.9,137,322,"('Votes', 'Hillary Clinton')"
48287,7.2,1392,27.4,51534,12.4,1826,0,0,0,14,128453,162558,10056,3,26.4,179,366,"('Votes', 'Hillary Clinton')"
48289,5.6,1862,24.3,44452,17.7,1647,0,0,0,0,0,159859,9761,0,15.7,89,289,"('Votes', 'Hillary Clinton')"
48291,6.8,5416,34.1,47228,18.4,5296,0,0,9,0,0,653043,8729,300,65.3,378,1041,"('Votes', 'Hillary Clinton')"
48293,9.5,1809,20.8,38823,21.5,1648,0,0,0,39.5,210827,268348,11976,4,25.8,144,592,"('Votes', 'Hillary Clinton')"
48295,12.9,235,19.4,57978,10.9,318,0,0,0,0,0,24490,8169,6,3.5,11,22,"('Votes', 'Hillary Clinton')"
48297,5.1,1218,27.3,42829,17.1,1191,0,0,0,0,0,112717,9981,12,11.1,72,203,"('Votes', 'Hillary Clinton')"
48299,2.7,2750,23.7,44094,14.1,2875,0,0,0,0,0,113011,6183,202,20.7,267,512,"('Votes', 'Hillary Clinton')"
48301,0,2,24.5,68750,12,0,0,0,0,0,0,0,0,0,0.1,5,3,"('Votes', 'Bernie Sanders')"
48303,5.6,15832,16,44397,20.4,23670,2.1,2,12.8,23.1,0,3924861,14929,2128,311.3,4112,5767,"('Votes', 'Hillary Clinton')"
48305,7.4,260,19.7,44375,20.2,0,0,0,0,0,0,19743,3415,3,6.6,10,14,"('Votes', 'Hillary Clinton')"
48307,6.2,585,17.5,39194,16.6,1150,0,0,0,0,0,104265,13357,0,7.8,43,93,"('Votes', 'Hillary Clinton')"
48309,8.3,16215,18.8,41922,22,16888,5.1,1.6,8.9,28.4,5888916,2942576,12892,1468,226.5,2633,5531,"('Votes', 'Hillary Clinton')"
